"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",8228,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",8488,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",3756,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",3960,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",4187,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",4387,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",4558,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",4730,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",4833,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",5137,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",5446,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",5668,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",5944,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",6111,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",6213,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",6335,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",6298,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",37.978,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",38.873,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",39.578,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",40.163,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",40.451,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",40.935,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",40.651,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",41.707,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",42.73,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",43.024,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",43.638,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",43.529,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",43.533,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",43.501,,
"NZL","New Zealand","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",42.594,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",945,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",1255,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",1295,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",1269,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",1223,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",1255,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",974,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",1071,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",1066,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",1135,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1168,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1218,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1145,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1063,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",947,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2002","2002",33027,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2003","2003",50693,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2004","2004",51583,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2005","2005",51189,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2006","2006",48240,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2007","2007",45774,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2008","2008",39247,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2009","2009",40264,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2010","2010",42334,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2011","2011",44384,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2012","2012",44190,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2013","2013",44714,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2014","2014",45572,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",26741,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",30227,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",30502,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",31537,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",33829,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",33416,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",33809,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",34382,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",4860,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",8931,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",9298,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",10115,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",10532,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",10764,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",10885,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",11170,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2002","2002",1426,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2008","2008",89,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2009","2009",464,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",682,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",23,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",10,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",20,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",20,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",14.715,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",0,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",0,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",0,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",0,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",0,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",22.756,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",23.093,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",23.893,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",23.729,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",24.358,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",24.344,,
"NZL","New Zealand","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",24.511,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2000","2000",1146,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",1096,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",1360,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",1571,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",1765,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",1611,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",1595,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",1327,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",1207,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",1387,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",1295,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",1304,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1240,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",1278,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",1426,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2008","2008",18557,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2009","2009",19488,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2010","2010",20036,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2011","2011",20649,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2012","2012",21151,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2013","2013",21781,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2014","2014",22659,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",12238,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",12641,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",12946,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",13194,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",13342,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",13680,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",13908,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",5996,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",6517,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",6766,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",7153,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",7498,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",7808,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",8447,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2008","2008",2987,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2009","2009",3136,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2010","2010",3309,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2011","2011",3529,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2012","2012",3767,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2013","2013",3980,,
"NOR","Norway","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",4245,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2008","2008",323,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2009","2009",330,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",324,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",302,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",311,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",293,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",304,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",32.311,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",33.441,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",33.769,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",34.641,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",35.45,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",35.848,,
"NOR","Norway","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",37.279,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2008","2008",70575,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2009","2009",73259,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2010","2010",75356,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2011","2011",77673,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2012","2012",79449,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2013","2013",81509,,
"NOR","Norway","TNBN","Total number of nurses","TOT","Total","2014","2014",83647,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",64880,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",67109,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",68744,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",70397,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",71833,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",73684,,
"NOR","Norway","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",75453,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",5022,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",5490,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",5940,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",6591,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",6939,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",7191,,
"NOR","Norway","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",7640,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2008","2008",881,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2009","2009",926,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2010","2010",975,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2011","2011",1002,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2012","2012",1009,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2013","2013",1037,,
"NOR","Norway","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",1057,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2008","2008",673,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2009","2009",660,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",672,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",685,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",677,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",634,,
"NOR","Norway","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",554,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",7.116,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",7.494,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",7.883,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",8.486,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",8.734,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",8.822,,
"NOR","Norway","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",9.134,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2006","2006",119446,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2007","2007",118880,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2008","2008",119604,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2009","2009",120288,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2010","2010",121597,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2011","2011",123281,,
"POL","Poland","TNBD","Total number of doctors","TOT","Total","2012","2012",125073,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",117075,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",117745,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",119110,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",121109,,
"POL","Poland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",122870,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",2529,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",2543,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",2487,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",2172,,
"POL","Poland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",2203,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",0,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",0,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",2.114,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",2.114,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",2.045,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",1.762,,
"POL","Poland","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",1.761,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",70,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",66,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",65,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",61,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",60,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",70,,
"POL","Poland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",79,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2008","2008",268015,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2009","2009",271224,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2010","2010",274181,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2011","2011",275652,,
"POL","Poland","TNBN","Total number of nurses","TOT","Total","2012","2012",278496,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",268010,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",271216,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",274175,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",275647,,
"POL","Poland","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",278489,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",2,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",2,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",1,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",3,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",4,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",3,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",11,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",5,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",8,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",6,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",5,,
"POL","Poland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",7,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",0.002,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",0.003,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",0.002,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",0.002,,
"POL","Poland","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",0.003,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2002","2002",41902,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2003","2003",43978,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2004","2004",45906,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2005","2005",48296,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2006","2006",51095,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2007","2007",54220,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2008","2008",56859,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2009","2009",59745,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2010","2010",62566,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2011","2011",64535,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2012","2012",65467,,
"PRT","Portugal","TNBN","Total number of nurses","TOT","Total","2013","2013",65868,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",39948,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",41700,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",43504,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",45922,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",48810,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",52085,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",54822,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",57727,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",60561,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",62577,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",63530,,
"PRT","Portugal","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",63921,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",1954,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",2278,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",2402,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",2374,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",2285,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",2135,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",2037,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",2018,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",2005,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",1958,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",1937,,
"PRT","Portugal","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",1947,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",4.663,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",5.18,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",5.232,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",4.916,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",4.472,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",3.938,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",3.583,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",3.378,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",3.205,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",3.034,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",2.959,,
"PRT","Portugal","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",2.956,,
"SVK","Slovak Republic","TNBD","Total number of doctors","TOT","Total","2010","2010",16575,,
"SVK","Slovak Republic","TNBD","Total number of doctors","TOT","Total","2011","2011",16899,,
"SVK","Slovak Republic","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",11789,,
